accountId,matchId,visionScore
14764634,1404355590,14
14764634,1404333327,21
14764634,1404298605,22
14764634,1404198901,8
14764634,1404194975,12
14764634,1404189938,10
14764634,1404183966,14
14764634,1404167375,8
14764634,1404149863,9
27733070,1404229578,0
27733070,1403673648,14
27733070,1403619078,13
27733070,1403322348,18
27733070,1402544406,1
27733070,1402525138,10
27733070,1402345578,14
27733070,1401845025,8
27733070,1401834327,0
27733070,1401823212,26
26752745,1404506664,0
26752745,1404459119,5
26752745,1404416583,2
26752745,1404249208,2
26752745,1403733415,5
26752745,1403709760,0
26752745,1403673648,0
26752745,1403645591,0
26752745,1403636190,0
26752745,1403605090,2
22172855,1404519918,12
22172855,1404199394,10
22172855,1404195058,5
22172855,1404187839,19
22172855,1404159968,26
22172855,1404166014,1
22172855,1404147874,15
22172855,1403699592,17
22172855,1403685464,1
22172855,1403673648,8
22680900,1403673648,7
22680900,1399679094,22
22680900,1397043770,17
22680900,1396391483,21
22680900,1396382840,13
22680900,1396370476,10
22680900,1395859077,8
22680900,1395823541,0
22680900,1394670827,3
22680900,1393457800,13
31175045,1404537331,31
31175045,1404510857,23
31175045,1404347362,45
31175045,1404278680,10
31175045,1404268041,16
31175045,1403682034,13
31175045,1403673648,8
31175045,1403651101,33
31175045,1403007502,15
31175045,1402975100,14
32320692,1404325433,1
32320692,1404269255,0
32320692,1404112098,13
32320692,1404074249,17
32320692,1403718538,34
32320692,1403681235,11
32320692,1403673648,9
32320692,1403577539,13
32320692,1403571032,11
32320692,1403549571,0
21851607,1403712145,16
21851607,1403681235,20
21851607,1403673648,14
21851607,1403642281,33
21851607,1403629377,1
21851607,1403605838,19
21851607,1403598954,8
21851607,1403564206,17
21851607,1403557402,18
21851607,1403551154,24
13942011,1404734073,9
13942011,1404606110,20
13942011,1404449103,20
13942011,1403702367,20
13942011,1403691342,20
13942011,1403673648,2
13942011,1403639339,22
13942011,1403301123,11
13942011,1403276307,17
13942011,1402768919,11
1656821,1404373389,36
1656821,1404311007,46
1656821,1404289299,33
1656821,1403765977,9
1656821,1403755579,18
1656821,1403708766,16
1656821,1403689631,13
1656821,1403681431,13
1656821,1403673648,13
1656821,1403651101,51
30181769,1404494702,35
30181769,1404482311,29
30181769,1404460645,18
30181769,1404419192,20
30181769,1403612888,20
30181769,1403485119,20
30181769,1399047413,42
30181769,1397323337,76
30181769,1397309663,0
30181769,1391291139,73
7822326,1404580216,12
7822326,1404537629,21
7822326,1404494745,19
7822326,1404480176,0
7822326,1404456950,0
7822326,1404121014,5
7822326,1404075070,18
7822326,1404036082,26
7822326,1403987570,3
7822326,1403791199,7
28654639,1404925557,21
28654639,1404874243,18
28654639,1404832522,39
28654639,1404748974,15
28654639,1404636203,14
28654639,1404603185,7
28654639,1404344618,17
28654639,1404269651,17
28654639,1404253381,18
28654639,1404251019,0
4883519,1404431762,5
4883519,1404223586,20
4883519,1404208847,17
4883519,1404129618,28
4883519,1404116027,0
4883519,1403574429,33
4883519,1403485119,28
4883519,1403405737,32
4883519,1402918053,29
4883519,1401837179,30
15553022,1403503564,28
15553022,1403511646,14
15553022,1403498865,66
15553022,1403485119,24
15553022,1403474220,58
15553022,1403456525,24
15553022,1403429932,8
15553022,1402810860,31
15553022,1402792310,13
15553022,1402098814,0
21512908,1403503564,13
21512908,1403511646,1
21512908,1403498865,13
21512908,1403485119,14
21512908,1403474220,35
21512908,1403456525,19
21512908,1403429932,11
21512908,1402810860,21
21512908,1402792310,14
21512908,1402098814,0
29530191,1404183217,3
29530191,1404151378,10
29530191,1404123175,23
29530191,1404091979,3
29530191,1404067514,1
29530191,1404042336,7
29530191,1403982643,12
29530191,1403511039,15
29530191,1403497829,12
29530191,1403485119,8
27834055,1404183217,7
27834055,1404151378,32
27834055,1403532156,1
27834055,1403519314,17
27834055,1403511039,11
27834055,1403497829,33
27834055,1403485119,29
27834055,1403481442,12
27834055,1403476676,15
27834055,1402133266,34
10309146,1402813491,19
10309146,1402142381,7
10309146,1402121910,17
10309146,1401479057,0
10309146,1401459146,15
10309146,1401447662,1
10309146,1401043906,0
10309146,1398870653,36
10309146,1398767864,32
10309146,1398738369,17
26600374,1402439377,13
26600374,1402152582,20
26600374,1402147026,19
26600374,1402142381,10
26600374,1401578984,22
26600374,1401067489,14
26600374,1401073780,21
26600374,1401063334,10
26600374,1372951258,8
26600374,1372895542,16
27131803,1404174445,37
27131803,1404151378,50
27131803,1404117527,41
27131803,1404093749,31
27131803,1403386894,36
27131803,1403372986,13
27131803,1403328044,24
27131803,1403311902,27
27131803,1403273780,25
27131803,1402778968,64
27203060,1404208606,0
27203060,1404195744,17
27203060,1404182219,14
27203060,1404153370,19
27203060,1402983555,1
27203060,1402813144,20
27203060,1402805628,14
27203060,1402417835,21
27203060,1402142381,10
27203060,1402078162,9
22221699,1404922462,31
22221699,1404182219,23
22221699,1404163576,31
22221699,1403551580,12
22221699,1403528566,0
22221699,1403468665,23
22221699,1403471191,6
22221699,1402813144,8
22221699,1402805628,16
22221699,1402358349,8
26581696,1404176205,79
26581696,1404169023,33
26581696,1404138801,21
26581696,1404112950,85
26581696,1404088485,18
26581696,1402770165,86
26581696,1402747104,64
26581696,1402741391,3
26581696,1402138542,67
26581696,1402142381,18
21001804,1404212594,18
21001804,1403511080,12
21001804,1403488827,20
21001804,1403494075,31
21001804,1402835206,24
21001804,1402832058,20
21001804,1402826782,34
21001804,1402138594,13
21001804,1402142381,13
21001804,1402100862,13
25280507,1403652351,0
25280507,1403323778,5
25280507,1403303748,10
25280507,1403290080,39
25280507,1403258982,11
25280507,1403227386,9
25280507,1403219523,0
25280507,1374146862,11
25280507,1363158193,37
25280507,1362519010,23
18012031,1404858632,28
18012031,1404827244,12
18012031,1404810143,35
18012031,1404644198,48
18012031,1404465118,17
18012031,1404395713,14
18012031,1404380302,19
18012031,1404339612,13
18012031,1404322614,11
18012031,1404281349,18
18730764,1400616334,11
18730764,1325851721,26
18730764,1320264367,8
18730764,1320155746,8
18730764,1320121108,5
18730764,1319603012,40
18730764,1319547820,17
18730764,1319477022,28
18730764,1319464778,0
18730764,1319438356,13
27113166,1404828508,0
27113166,1404792574,5
27113166,1404645671,21
27113166,1404248782,5
27113166,1403938216,12
27113166,1403932817,1
27113166,1403788440,11
27113166,1403651341,7
27113166,1403619810,19
27113166,1403601299,16
26232101,1404303519,13
26232101,1404274277,25
26232101,1403703410,16
26232101,1403681229,25
26232101,1403576829,16
26232101,1403562602,12
26232101,1403513658,15
26232101,1402723414,28
26232101,1402674421,26
26232101,1402647360,12
19932656,1332497813,29
19932656,1332474316,9
19932656,1332449393,13
19932656,1332242965,50
19932656,1332208405,10
19932656,1331318096,16
19932656,1330555471,19
19932656,1330543579,42
19932656,1330552661,13
19932656,1330400144,2
3805836,1386159894,53
3805836,1386089758,15
3805836,1359917808,1
3805836,1353847827,16
3805836,1353087494,16
3805836,1346946626,6
3805836,1324030644,45
3805836,1323893449,26
3805836,1323820021,20
3805836,1323795180,22
23941806,1319477022,70
23941806,1319465959,0
23941806,1319445387,38
23941806,1319423091,49
23941806,1317929048,14
23941806,1315304582,44
23941806,1314036203,71
23941806,1313999034,72
23941806,1313994888,1
23941806,1294454408,74
1430436,1401267820,11
1430436,1401260347,6
1430436,1401239004,10
1430436,1401230370,7
1430436,1401210056,9
1430436,1401181490,21
1430436,1401170822,8
1430436,1401147526,13
1430436,1401142000,12
1430436,1401126309,35
801383,1402478899,6
801383,1402074587,6
801383,1399644475,0
801383,1399638694,0
801383,1399589137,3
801383,1398956155,7
801383,1397185492,26
801383,1396892350,0
801383,1395372762,40
801383,1394089436,31
23425603,1403595766,11
23425603,1403516138,11
23425603,1403502534,19
23425603,1403510423,18
23425603,1402748374,5
23425603,1402716529,17
23425603,1402691228,22
23425603,1402665519,22
23425603,1401121030,25
23425603,1401114985,23
25100368,1398512168,14
25100368,1397844150,1
25100368,1397838914,3
25100368,1397613566,7
25100368,1397612989,0
25100368,1397581321,20
25100368,1397581018,0
25100368,1397232251,33
25100368,1397211908,6
25100368,1397183324,12
9430373,1402886444,18
9430373,1402343904,16
9430373,1399482728,13
9430373,1399428854,16
9430373,1398039546,19
9430373,1395030650,21
9430373,1395006117,5
9430373,1394974465,7
9430373,1385684011,11
9430373,1383534158,21
5684801,1389648106,7
5684801,1388563099,5
5684801,1383139296,1
5684801,1383105779,15
5684801,1378044872,4
5684801,1369674186,11
5684801,1363206547,18
5684801,1333908157,10
5684801,1333843634,17
5684801,1319938253,33
14755690,1386450283,25
14755690,1382306340,25
14755690,1382301643,1
14755690,1377938523,12
14755690,1374697448,11
14755690,1373663434,7
14755690,1373608939,23
14755690,1373303675,13
14755690,1373267771,1
14755690,1372882874,12
6814823,1404921031,42
6814823,1404888050,19
6814823,1404453570,1
6814823,1390107116,18
6814823,1390035473,44
6814823,1390004036,27
6814823,1385850697,23
6814823,1385695522,23
29052749,1402041728,35
29052749,1400143224,0
29052749,1400131207,1
29052749,1400102605,23
29052749,1400072505,22
29052749,1399049804,41
29052749,1398585940,48
29052749,1397928122,25
29052749,1397934873,0
29052749,1397916837,17
16121564,1401882257,8
16121564,1401857466,7
16121564,1401845670,10
16121564,1401202514,23
16121564,1401192795,14
16121564,1399072227,18
16121564,1399065526,1
16121564,1399033389,18
16121564,1399012973,20
16121564,1398340714,36
21984103,1398258391,19
21984103,1379391029,8
21984103,1379314216,9
21984103,1379280354,27
21984103,1378657192,10
21984103,1378663401,28
21984103,1376479147,1
21984103,1376414433,10
21984103,1376403679,5
21984103,1375810429,12
9104914,1354416765,9
9104914,1354209639,19
9104914,1354203343,0
9104914,1354173790,20
9104914,1352899755,16
9104914,1352878462,19
9104914,1352862039,30
9104914,1352846883,6
9104914,1352769149,20
9104914,1352765836,20
26124313,1399427266,8
26124313,1399401614,12
26124313,1397788248,8
26124313,1397792153,1
26124313,1397772942,17
26124313,1397745868,29
26124313,1397741336,8
26124313,1397588018,12
26124313,1397614396,9
26124313,1396904348,5
29094325,1404231898,16
29094325,1404226977,8
29094325,1404062943,5
29094325,1404009580,7
29094325,1403936937,3
29094325,1403792550,17
29094325,1403767257,0
29094325,1403756778,4
29094325,1403733951,14
29094325,1403594877,12
21230509,1402402620,1
21230509,1402401032,0
21230509,1402349717,0
21230509,1402354934,13
21230509,1401898786,25
21230509,1401873550,21
21230509,1401852407,17
21230509,1401354766,28
21230509,1401200089,23
21230509,1401169069,25
4067183,1358372418,8
4067183,1353616104,0
4067183,1353597892,0
4067183,1353579796,11
4067183,1335803956,27
4067183,1335149019,34
4067183,1335137227,0
4067183,1330775045,20
4067183,1330759038,38
4067183,1329949651,25
30190481,1404828445,29
30190481,1404815299,20
30190481,1404479550,17
30190481,1404407203,21
30190481,1404137194,24
30190481,1404112357,24
30190481,1404085813,32
30190481,1404061298,17
30190481,1403636520,12
30190481,1403595701,39
14550412,1402126069,22
14550412,1402107975,32
14550412,1400964140,72
14550412,1400936222,30
14550412,1396304874,41
14550412,1394642391,20
14550412,1394628344,1
14550412,1387858526,47
14550412,1386719812,20
14550412,1386705816,7
29741984,1366851831,17
29741984,1366684961,10
29741984,1358468313,12
29741984,1358437472,5
29741984,1358378747,7
29741984,1348095150,2
29741984,1348068127,10
29741984,1346194045,16
29741984,1346147265,5
29741984,1346129958,9
5490550,1401337137,22
5490550,1400925325,17
5490550,1400498287,25
5490550,1400213298,12
5490550,1400116031,15
5490550,1399386750,8
5490550,1399006222,11
5490550,1397985799,29
5490550,1397118450,19
5490550,1396698534,10
29252982,1360221175,8
29252982,1360136360,16
29252982,1360097999,13
29252982,1359984595,5
29252982,1359683716,17
29252982,1359639664,61
29252982,1359594721,21
29252982,1359556103,19
29252982,1359409416,7
29252982,1359340236,17
22205840,1397800311,10
22205840,1388742485,10
22205840,1388681448,22
22205840,1388632605,16
22205840,1384695971,24
22205840,1384670521,21
22205840,1384383700,19
22205840,1380984497,0
22205840,1380975941,10
22205840,1380955976,10
18981844,1404928680,20
18981844,1404901157,28
18981844,1404491230,27
18981844,1404373669,19
18981844,1404338294,20
18981844,1404328304,7
18981844,1403604856,7
18981844,1403308587,15
18981844,1403249277,5
18981844,1402954092,0
16891933,1400162120,26
16891933,1378671148,29
16891933,1375375150,11
16891933,1375358875,18
16891933,1374070011,15
16891933,1374051372,9
16891933,1374023443,18
16891933,1374006481,27
16891933,1373999381,29
16891933,1373994519,37
14244186,1394209653,26
14244186,1391595623,33
14244186,1390545104,28
14244186,1390512805,19
14244186,1389926215,36
14244186,1389885385,39
14244186,1389865037,7
14244186,1389791575,13
14244186,1380845993,1
14244186,1380833179,27
1968710,1402935422,5
1968710,1402941758,1
1968710,1389661973,67
1968710,1363752601,16
1968710,1363710666,29
1968710,1357507352,18
1968710,1354322091,9
1968710,1352365180,9
1968710,1352339940,0
1968710,1351580929,37
21411477,1403922043,14
21411477,1402970131,17
21411477,1401851352,18
21411477,1383053512,15
21411477,1380988230,22
21411477,1380975668,17
21411477,1379318216,17
21411477,1378599317,19
21411477,1378588428,20
21411477,1378580166,9
18692096,1400580869,19
18692096,1400546748,16
18692096,1395847081,45
18692096,1395808841,18
18692096,1395766162,31
18692096,1395749651,1
18692096,1395611075,48
18692096,1393755924,29
18692096,1393724078,10
18692096,1393694141,67
21481498,1404827638,49
21481498,1404735713,39
21481498,1404609790,30
21481498,1404544064,22
21481498,1404498705,28
21481498,1404483502,6
21481498,1404407418,33
21481498,1404372655,6
21481498,1404330492,17
21481498,1404016240,7
27071291,1404067871,19
27071291,1400878548,15
27071291,1400787317,35
27071291,1400683817,26
27071291,1391774857,31
27071291,1391727515,25
27071291,1390892310,28
27071291,1390881253,1
27071291,1374983050,1
27071291,1367183834,26
21893791,1387487151,17
21893791,1385588157,17
21893791,1385575222,18
21893791,1385511627,28
21893791,1377075158,11
21893791,1377057100,18
21893791,1377036485,14
21893791,1377025939,11
21893791,1374549186,24
21893791,1374543507,30
1826279,1403537668,11
1826279,1403532146,13
1826279,1402882865,24
1826279,1360668313,8
1826279,1357345801,13
1826279,1356618348,0
1826279,1356594352,9
1826279,1355983442,8
1826279,1355974434,2
1826279,1355929016,8
21946225,1393710696,35
21946225,1393404820,19
21946225,1383930450,1
21946225,1383863754,27
21946225,1383349204,4
21946225,1382736732,28
21946225,1382675729,32
21946225,1382461285,36
21946225,1382243933,0
21946225,1381976970,0
25051256,1404327039,30
25051256,1404271736,13
25051256,1403737305,19
25051256,1402946700,7
25051256,1397831100,9
25051256,1397808057,0
25051256,1397799340,12
25051256,1396593379,15
25051256,1396570104,20
25051256,1396532264,9
21781087,1404213613,24
21781087,1404220074,33
21781087,1404147099,34
21781087,1404119248,8
21781087,1404105492,12
21781087,1403793953,15
21781087,1403404860,14
21781087,1403377036,31
21781087,1403334084,24
21781087,1403302979,19
500713,1404899995,16
500713,1404887143,1
500713,1404144704,20
500713,1404099053,21
500713,1403583195,14
500713,1403267403,13
500713,1403240175,18
500713,1403121908,10
500713,1402612229,33
500713,1401981567,19
504772,1404899995,14
504772,1404863412,28
504772,1404829026,27
504772,1404505700,23
504772,1403297802,16
504772,1403261019,27
504772,1403234565,26
504772,1403214876,10
504772,1403201956,0
504772,1403181762,21
8272992,1404899995,30
8272992,1404863412,74
8272992,1404829026,74
8272992,1404098088,52
8272992,1403426230,46
8272992,1402948823,63
8272992,1402911891,31
8272992,1402475361,91
8272992,1402097746,47
8272992,1402094200,2
21791919,1404931521,20
21791919,1404899995,13
21791919,1404892034,8
21791919,1404848305,31
21791919,1404834971,5
21791919,1404813525,8
21791919,1404730260,13
21791919,1404592240,16
21791919,1403708648,8
21791919,1403680382,6
27526233,1404931028,24
27526233,1404899995,19
27526233,1404843871,26
27526233,1404799042,19
27526233,1404649191,83
27526233,1403368928,7
27526233,1401427206,64
27526233,1386678899,12
27526233,1385712582,28
27526233,1385682228,10
19681655,1404931028,19
19681655,1404899995,24
19681655,1400653263,31
19681655,1400415728,34
19681655,1400401605,29
19681655,1400375751,24
19681655,1400370944,13
19681655,1386678899,35
19681655,1385682228,27
19681655,1382975154,34
4840555,1404899995,27
4840555,1404790174,33
4840555,1404645466,23
4840555,1404605219,13
4840555,1402942312,16
4840555,1400555949,16
4840555,1400359762,29
4840555,1400178486,25
4840555,1400149077,46
4840555,1399790128,13
33392598,1404938143,51
33392598,1404920999,19
33392598,1404899995,40
33392598,1404873816,48
33392598,1404822091,1
33392598,1404739304,61
33392598,1404595295,53
33392598,1404568952,87
33392598,1404080053,36
33392598,1404034368,86
10960314,1404942355,23
10960314,1404931286,19
10960314,1404899995,19
10960314,1404876005,29
10960314,1404198180,19
10960314,1404202720,26
10960314,1404177767,15
10960314,1404157173,54
10960314,1404147743,11
10960314,1404113521,32
21542967,1404935873,27
21542967,1404914157,27
21542967,1404863412,24
21542967,1402951544,43
21542967,1400579719,29
21542967,1400532345,20
21542967,1400498073,33
21542967,1399739632,36
21542967,1399725895,0
21542967,1397970657,24
3548917,1404863412,31
3548917,1404826329,60
3548917,1404790999,16
3548917,1404634872,22
3548917,1404609303,0
3548917,1404562614,28
3548917,1404242995,51
3548917,1402873677,9
3548917,1401949435,14
3548917,1401922971,21
4394514,1404903286,38
4394514,1404888860,0
4394514,1404863412,29
4394514,1404840671,24
4394514,1403700210,15
4394514,1402731550,17
4394514,1401418486,25
4394514,1400940224,35
4394514,1400914921,12
4394514,1400873241,23
13266254,1404921649,7
13266254,1404911389,8
13266254,1404863412,20
13266254,1404840671,13
13266254,1404088188,7
13266254,1396492431,13
13266254,1396474299,8
13266254,1396449648,18
13266254,1391608880,22
13266254,1391282952,12
9051719,1404863412,12
9051719,1404840671,15
9051719,1401165347,14
9051719,1400375147,17
9051719,1391602546,22
9051719,1391218603,23
9051719,1391196284,21
9051719,1391163841,11
9051719,1390594560,26
9051719,1390572171,15
14184913,1404863412,12
14184913,1404851141,33
14184913,1404428740,5
14184913,1404398965,12
14184913,1404376498,42
14184913,1404354187,56
14184913,1404349898,1
14184913,1404343987,1
14184913,1404051160,39
14184913,1403373491,11
13501431,1404898030,35
13501431,1404863412,32
13501431,1404798547,17
13501431,1404736063,34
13501431,1404641255,49
13501431,1404572271,44
13501431,1404532780,29
13501431,1404509653,21
13501431,1404472561,44
13501431,1404457508,1
29168325,1404863412,13
29168325,1404841104,17
29168325,1397381981,29
29168325,1397358116,19
29168325,1397337357,22
29168325,1397246903,44
29168325,1394193080,39
29168325,1394153268,47
29168325,1385019148,0
29168325,1384607286,9
21853560,1404862891,33
21853560,1404829026,20
21853560,1401953009,13
21853560,1392022305,29
21853560,1391978480,36
21853560,1391970040,22
21853560,1306127499,17
21853560,1306120838,6
21853560,1306111742,41
21853560,1305474154,6
24979285,1404862891,39
24979285,1404829026,11
24979285,1404815143,24
24979285,1395897812,25
24979285,1395863849,16
24979285,1395800505,24
24979285,1395746276,29
24979285,1395719228,21
24979285,1395684247,18
24979285,1395442114,27
27922335,1404932030,36
27922335,1404888797,47
27922335,1404862009,74
27922335,1404829026,37
27922335,1404835148,0
27922335,1404821502,1
27922335,1404797413,1
27922335,1404525560,8
27922335,1404502400,16
27922335,1404482301,24
16363040,1404829026,24
16363040,1404792512,12
16363040,1404742009,11
16363040,1404598998,9
16363040,1404356239,16
16363040,1404328608,20
16363040,1404312400,9
16363040,1404292438,34
16363040,1404275035,32
16363040,1404266796,30
18715909,1404829026,10
18715909,1404749693,35
18715909,1404331563,12
18715909,1404326972,1
18715909,1404041208,36
18715909,1404005156,28
18715909,1403808134,44
18715909,1403715147,33
18715909,1403694353,20
18715909,1403677697,8
1743552,1404877727,32
1743552,1404829026,27
1743552,1404462270,23
1743552,1404427444,26
1743552,1404406656,26
1743552,1404402206,0
1743552,1399482416,19
1743552,1399466133,9
1743552,1399440744,80
1743552,1395192610,33
18593138,1404872562,9
18593138,1404829026,16
18593138,1404136367,37
18593138,1402729729,12
18593138,1398039010,7
18593138,1398035129,0
18593138,1397834834,26
18593138,1397412763,19
18593138,1396773860,22
18593138,1396731481,23
26441166,1404925731,44
26441166,1404905937,19
26441166,1404894298,21
26441166,1404873441,24
26441166,1404829026,30
26441166,1399437685,63
26441166,1399416918,23
26441166,1399385767,30
26441166,1399356872,46
26441166,1399343282,0
30968294,1404130723,93
30968294,1404098088,17
30968294,1404085515,12
30968294,1403696866,35
30968294,1396704650,22
30968294,1395134237,23
30968294,1394972617,17
30968294,1391668724,21
30968294,1390992357,21
30968294,1390544616,18
34100941,1404953896,8
34100941,1404919450,14
34100941,1404886319,5
34100941,1404861960,8
34100941,1404835478,14
34100941,1404209599,7
34100941,1404206481,6
34100941,1404192297,5
34100941,1404176296,15
34100941,1404166618,10
21773292,1404438535,67
21773292,1404364971,60
21773292,1404098088,26
21773292,1404073688,36
21773292,1404045820,33
21773292,1403800914,25
21773292,1403769515,15
21773292,1403404516,62
21773292,1403393169,18
21773292,1403355543,22
14383115,1404897899,23
14383115,1404098088,18
14383115,1402755490,15
14383115,1398450034,17
14383115,1398316920,19
14383115,1394769116,19
14383115,1394762426,0
14383115,1394635212,26
14383115,1391818935,28
14383115,1390944318,16
6651365,1404098088,27
6651365,1404064229,35
6651365,1402082387,31
6651365,1402053362,26
6651365,1395696016,21
6651365,1395416000,23
6651365,1395391545,35
6651365,1395347987,25
6651365,1390747164,31
6651365,1389749061,30
8763733,1404161440,9
8763733,1404134736,10
8763733,1404098088,17
8763733,1402524154,11
8763733,1402505537,8
8763733,1389609541,22
8763733,1386886467,6
8763733,1378921703,28
8763733,1377811390,12
8763733,1377775882,13
17671047,1404849487,15
17671047,1404567913,13
17671047,1404547482,4
17671047,1404453980,11
17671047,1404414826,26
17671047,1404399728,0
17671047,1404395951,0
17671047,1404382894,0
17671047,1404178474,12
17671047,1404180638,2
27670227,1404498578,44
27670227,1404483030,33
27670227,1404132554,46
27670227,1404098088,25
27670227,1404073584,22
27670227,1400393372,31
27670227,1400375230,22
27670227,1400363384,33
27670227,1399559198,18
27670227,1399546782,25
14193787,1404876565,12
14193787,1404498578,39
14193787,1404132554,28
14193787,1404098088,35
14193787,1404073584,36
14193787,1404046992,31
14193787,1404031287,1
14193787,1404006811,26
14193787,1401457964,27
14193787,1400877000,28
25435321,1404940655,28
25435321,1404908673,51
25435321,1404884803,33
25435321,1404831335,44
25435321,1404746131,42
25435321,1404633792,32
25435321,1404578671,44
25435321,1404076996,61
25435321,1404046190,56
25435321,1403463033,60
2857864,1404940655,19
2857864,1404908673,18
2857864,1404884803,24
2857864,1404831335,14
2857864,1404746131,16
2857864,1404633792,12
2857864,1404578671,27
2857864,1404558170,16
2857864,1404547280,8
2857864,1404496989,17
4969046,1404939185,40
4969046,1404210491,43
4969046,1404205255,38
4969046,1404173029,15
4969046,1404163470,43
4969046,1404133258,16
4969046,1403483247,30
4969046,1403481791,0
4969046,1403426230,25
4969046,1403353696,22
27761149,1404016773,39
27761149,1403426230,40
27761149,1401864595,41
27761149,1401612116,24
27761149,1401547984,13
27761149,1401541177,19
27761149,1401521626,6
27761149,1401473409,24
27761149,1401450170,39
27761149,1401417451,29
23815809,1404860226,25
23815809,1404822221,31
23815809,1404749984,20
23815809,1404637572,17
23815809,1404609542,7
23815809,1404348491,24
23815809,1404085255,9
23815809,1404061721,25
23815809,1404024005,21
23815809,1404003470,17
5922473,1404408196,3
5922473,1404095539,16
5922473,1404100189,0
5922473,1403812238,6
5922473,1403781126,7
5922473,1403458418,24
5922473,1403426230,17
5922473,1403412394,27
5922473,1403382084,15
5922473,1403356913,11
9892444,1404408196,30
9892444,1404212624,26
9892444,1404095539,18
9892444,1404100189,0
9892444,1403812238,6
9892444,1403781126,14
9892444,1403724882,31
9892444,1403689727,41
9892444,1403669023,20
9892444,1403502761,4
17053881,1404916169,52
17053881,1404884089,16
17053881,1404859198,19
17053881,1404799620,23
17053881,1404489475,20
17053881,1404428639,22
17053881,1403426230,17
17053881,1403399921,4
17053881,1403329753,5
17053881,1401874273,1
25464128,1404116263,26
25464128,1404076587,47
25464128,1404015744,1
25464128,1403981126,22
25464128,1403426230,30
